"DisMod II input and output, database QIMD 5 2011","","","","","","","","","","",""
"Males, Disease: Stroke (Rates * ), sex: Males","","","","","","","","","","",""
"Written 05/12/2016, 23:26:38","","","","","","","","","","",""
"Age","Prevalence (rates)","Remission (rates)","Mortality (rates)","Incidence (rates)","Prevalence (rates)","Remission (rates)","Case fatality (rates)","Duration (years)","Mortality (rates)","RR mortality (number)","Age of onset (years)"
"63","0.0833","0.0000","0.0006","0.0056","0.0822","0.0000","0.0080","15.2261","0.0007","1.4690","63.5000"
"64","0.0889","0.0000","0.0007","0.0059","0.0881","0.0000","0.0083","14.6030","0.0007","1.4429","64.5000"
"65","0.0945","0.0000","0.0008","0.0062","0.0941","0.0000","0.0086","13.9926","0.0008","1.4219","65.5000"
"66","0.1001","0.0000","0.0009","0.0065","0.1004","0.0000","0.0091","13.3967","0.0009","1.4050","66.5000"
"67","0.1056","0.0000","0.0011","0.0067","0.1069","0.0000","0.0097","12.8163","0.0010","1.3915","67.5000"
"68","0.1110","0.0000","0.0012","0.0069","0.1134","0.0000","0.0103","12.2519","0.0012","1.3808","68.5000"
"69","0.1164","0.0000","0.0014","0.0069","0.1200","0.0000","0.0110","11.7036","0.0013","1.3720","69.5000"
"70","0.1216","0.0000","0.0016","0.0068","0.1264","0.0000","0.0118","11.1712","0.0015","1.3646","70.5000"
"71","0.1269","0.0000","0.0018","0.0067","0.1325","0.0000","0.0126","10.6542","0.0017","1.3585","71.5000"
"72","0.1321","0.0000","0.0020","0.0066","0.1384","0.0000","0.0135","10.1524","0.0019","1.3534","72.5000"
"73","0.1375","0.0000","0.0022","0.0065","0.1440","0.0000","0.0145","9.6651","0.0021","1.3492","73.5000"
"74","0.1429","0.0000","0.0024","0.0066","0.1494","0.0000","0.0155","9.1917","0.0023","1.3457","74.5000"
"75","0.1484","0.0000","0.0026","0.0069","0.1547","0.0000","0.0166","8.7316","0.0026","1.3427","75.5000"
"76","0.1540","0.0000","0.0029","0.0074","0.1601","0.0000","0.0178","8.2841","0.0029","1.3402","76.5000"
"77","0.1596","0.0000","0.0032","0.0081","0.1657","0.0000","0.0192","7.8486","0.0032","1.3384","77.5000"
"78","0.1654","0.0000","0.0035","0.0089","0.1717","0.0000","0.0207","7.4249","0.0035","1.3373","78.5000"
"79","0.1712","0.0000","0.0040","0.0098","0.1780","0.0000","0.0223","7.0133","0.0040","1.3364","79.5000"
"80","0.1770","0.0000","0.0046","0.0106","0.1846","0.0000","0.0243","6.6161","0.0045","1.3347","80.5000"
"81","0.1826","0.0000","0.0052","0.0112","0.1912","0.0000","0.0264","6.2370","0.0051","1.3313","81.5000"
"82","0.1879","0.0000","0.0060","0.0117","0.1978","0.0000","0.0289","5.8825","0.0057","1.3251","82.5000"
"83","0.1929","0.0000","0.0068","0.0120","0.2040","0.0000","0.0317","5.5615","0.0065","1.3157","83.5000"
"84","0.1975","0.0000","0.0077","0.0121","0.2098","0.0000","0.0348","5.2829","0.0073","1.3063","84.5000"
"85","0.2017","0.0000","0.0087","0.0122","0.2148","0.0000","0.0381","5.0510","0.0082","1.3005","85.5000"
"86","0.2054","0.0000","0.0098","0.0124","0.2192","0.0000","0.0418","4.8624","0.0092","1.3021","86.5000"
"87","0.2087","0.0000","0.0110","0.0126","0.2228","0.0000","0.0458","4.7032","0.0102","1.3150","87.5000"
"88","0.2116","0.0000","0.0122","0.0129","0.2257","0.0000","0.0500","4.5461","0.0113","1.3449","88.5000"
"89","0.2140","0.0000","0.0135","0.0132","0.2279","0.0000","0.0543","4.3503","0.0124","1.4006","89.5000"
"90","0.2160","0.0000","0.0148","0.0135","0.2294","0.0000","0.0585","4.1647","0.0134","1.3625","90.5000"
"91","0.2175","0.0000","0.0160","0.0135","0.2302","0.0000","0.0623","4.0331","0.0143","1.3670","91.5000"
"92","0.2186","0.0000","0.0171","0.0132","0.2300","0.0000","0.0656","3.9198","0.0151","1.3684","92.5000"
"93","0.2192","0.0000","0.0179","0.0124","0.2289","0.0000","0.0681","3.8234","0.0156","1.3661","93.5000"
"94","0.2194","0.0000","0.0186","0.0112","0.2266","0.0000","0.0697","3.7425","0.0158","1.3599","94.5000"
"95","0.2192","0.0000","0.0189","0.0095","0.2229","0.0000","0.0704","3.6755","0.0157","1.3505","95.5000"
"96","0.2188","0.0000","0.0188","0.0075","0.2178","0.0000","0.0704","3.6213","0.0153","1.3387","96.5000"
"97","0.2183","0.0000","0.0180","0.0054","0.2112","0.0000","0.0697","3.5791","0.0147","1.3251","97.5000"
"98","0.2177","0.0000","0.0163","0.0034","0.2033","0.0000","0.0684","3.5486","0.0139","1.3104","98.5000"
"99","0.2173","0.0000","0.0131","0.0015","0.1943","0.0000","0.0667","3.5297","0.0129","1.2950","99.5000"
"100+","0.2172","0.0000","0.0081","0.0000","0.1844","0.0000","0.0645","3.5231","0.0119","1.2792","103.8164"
"","","","","","","","","","","",""
"All ages","0.0273","NA","0.0005","0.0018","0.0281","0.0000","0.0156","16.3542","0.0004","1.5009","62.5124"
