"DisMod II input and output, database QIMD 4 2011","","","","","","","","","","",""
"Females, Disease: CHD (Rates * ), sex: Females","","","","","","","","","","",""
"Written 05/12/2016, 23:12:32","","","","","","","","","","",""
"Age","Prevalence (rates)","Remission (rates)","Mortality (rates)","Incidence (rates)","Prevalence (rates)","Remission (rates)","Case fatality (rates)","Duration (years)","Mortality (rates)","RR mortality (number)","Age of onset (years)"
"52","0.0231","0.0000","0.0001","0.0019","0.0235","0.0000","0.0064","25.6203","0.0002","3.1610","52.5000"
"53","0.0261","0.0000","0.0002","0.0023","0.0259","0.0000","0.0067","24.8605","0.0002","3.0374","53.5000"
"54","0.0295","0.0000","0.0002","0.0027","0.0289","0.0000","0.0069","24.1061","0.0002","2.9248","54.5000"
"55","0.0332","0.0000","0.0002","0.0032","0.0323","0.0000","0.0072","23.3570","0.0002","2.8207","55.5000"
"56","0.0373","0.0000","0.0003","0.0036","0.0362","0.0000","0.0074","22.6131","0.0003","2.7232","56.5000"
"57","0.0415","0.0000","0.0003","0.0039","0.0405","0.0000","0.0077","21.8741","0.0003","2.6309","57.5000"
"58","0.0458","0.0000","0.0004","0.0041","0.0451","0.0000","0.0079","21.1398","0.0004","2.5429","58.5000"
"59","0.0502","0.0000","0.0004","0.0041","0.0499","0.0000","0.0082","20.4101","0.0004","2.4593","59.5000"
"60","0.0547","0.0000","0.0005","0.0041","0.0547","0.0000","0.0084","19.6852","0.0005","2.3803","60.5000"
"61","0.0593","0.0000","0.0005","0.0041","0.0595","0.0000","0.0087","18.9654","0.0005","2.3058","61.5000"
"62","0.0639","0.0000","0.0006","0.0041","0.0643","0.0000","0.0091","18.2514","0.0006","2.2352","62.5000"
"63","0.0687","0.0000","0.0007","0.0041","0.0691","0.0000","0.0095","17.5443","0.0007","2.1687","63.5000"
"64","0.0735","0.0000","0.0007","0.0043","0.0739","0.0000","0.0099","16.8451","0.0007","2.1075","64.5000"
"65","0.0783","0.0000","0.0008","0.0044","0.0789","0.0000","0.0104","16.1548","0.0008","2.0531","65.5000"
"66","0.0831","0.0000","0.0009","0.0047","0.0839","0.0000","0.0110","15.4744","0.0009","2.0064","66.5000"
"67","0.0878","0.0000","0.0010","0.0049","0.0891","0.0000","0.0117","14.8049","0.0010","1.9679","67.5000"
"68","0.0924","0.0000","0.0012","0.0051","0.0945","0.0000","0.0125","14.1467","0.0012","1.9377","68.5000"
"69","0.0969","0.0000","0.0014","0.0052","0.0999","0.0000","0.0134","13.5005","0.0013","1.9144","69.5000"
"70","0.1012","0.0000","0.0016","0.0053","0.1053","0.0000","0.0144","12.8669","0.0015","1.8961","70.5000"
"71","0.1056","0.0000","0.0018","0.0054","0.1106","0.0000","0.0156","12.2467","0.0017","1.8811","71.5000"
"72","0.1099","0.0000","0.0021","0.0055","0.1158","0.0000","0.0169","11.6407","0.0020","1.8678","72.5000"
"73","0.1143","0.0000","0.0024","0.0056","0.1209","0.0000","0.0184","11.0500","0.0022","1.8547","73.5000"
"74","0.1187","0.0000","0.0027","0.0057","0.1259","0.0000","0.0201","10.4754","0.0025","1.8416","74.5000"
"75","0.1233","0.0000","0.0030","0.0060","0.1307","0.0000","0.0219","9.9179","0.0029","1.8281","75.5000"
"76","0.1279","0.0000","0.0034","0.0064","0.1355","0.0000","0.0239","9.3782","0.0032","1.8143","76.5000"
"77","0.1326","0.0000","0.0038","0.0069","0.1403","0.0000","0.0261","8.8570","0.0037","1.7999","77.5000"
"78","0.1373","0.0000","0.0043","0.0075","0.1451","0.0000","0.0285","8.3548","0.0041","1.7848","78.5000"
"79","0.1421","0.0000","0.0049","0.0082","0.1500","0.0000","0.0311","7.8722","0.0047","1.7671","79.5000"
"80","0.1469","0.0000","0.0055","0.0089","0.1549","0.0000","0.0339","7.4108","0.0053","1.7453","80.5000"
"81","0.1515","0.0000","0.0062","0.0095","0.1597","0.0000","0.0369","6.9731","0.0059","1.7179","81.5000"
"82","0.1559","0.0000","0.0070","0.0101","0.1644","0.0000","0.0402","6.5635","0.0066","1.6842","82.5000"
"83","0.1600","0.0000","0.0077","0.0107","0.1690","0.0000","0.0437","6.1878","0.0074","1.6458","83.5000"
"84","0.1638","0.0000","0.0086","0.0112","0.1732","0.0000","0.0475","5.8518","0.0082","1.6113","84.5000"
"85","0.1672","0.0000","0.0096","0.0118","0.1771","0.0000","0.0518","5.5567","0.0092","1.5887","85.5000"
"86","0.1703","0.0000","0.0106","0.0125","0.1806","0.0000","0.0564","5.2971","0.0102","1.5854","86.5000"
"87","0.1730","0.0000","0.0119","0.0132","0.1837","0.0000","0.0616","5.0578","0.0113","1.6097","87.5000"
"88","0.1753","0.0000","0.0133","0.0140","0.1864","0.0000","0.0673","4.8131","0.0125","1.6738","88.5000"
"89","0.1773","0.0000","0.0148","0.0147","0.1885","0.0000","0.0732","4.5281","0.0138","1.7977","89.5000"
"90","0.1789","0.0000","0.0164","0.0153","0.1901","0.0000","0.0788","4.2642","0.0150","1.6490","90.5000"
"91","0.1802","0.0000","0.0179","0.0155","0.1910","0.0000","0.0839","4.0652","0.0160","1.6349","91.5000"
"92","0.1810","0.0000","0.0193","0.0154","0.1910","0.0000","0.0879","3.8884","0.0168","1.6133","92.5000"
"93","0.1815","0.0000","0.0205","0.0146","0.1901","0.0000","0.0906","3.7319","0.0172","1.5836","93.5000"
"94","0.1817","0.0000","0.0213","0.0132","0.1879","0.0000","0.0917","3.5939","0.0172","1.5465","94.5000"
"95","0.1815","0.0000","0.0217","0.0113","0.1844","0.0000","0.0913","3.4726","0.0168","1.5046","95.5000"
"96","0.1812","0.0000","0.0216","0.0090","0.1793","0.0000","0.0897","3.3673","0.0161","1.4608","96.5000"
"97","0.1808","0.0000","0.0206","0.0066","0.1729","0.0000","0.0870","3.2787","0.0150","1.4170","97.5000"
"98","0.1804","0.0000","0.0182","0.0041","0.1650","0.0000","0.0837","3.2088","0.0138","1.3748","98.5000"
"99","0.1800","0.0000","0.0138","0.0019","0.1559","0.0000","0.0799","3.1615","0.0124","1.3353","99.5000"
"100+","0.1799","0.0000","0.0068","0.0000","0.1458","0.0000","0.0758","3.1437","0.0111","1.2993","103.4437"
"","","","","","","","","","","",""
"All ages","0.0291","NA","0.0009","0.0020","0.0307","0.0000","0.0272","14.5306","0.0008","1.9039","69.0529"
