"DisMod II input and output, database QIMD 4 2011","","","","","","","","","","",""
"Females, Disease: Stroke (Rates * ), sex: Females","","","","","","","","","","",""
"Written 05/12/2016, 23:17:07","","","","","","","","","","",""
"Age","Prevalence (rates)","Remission (rates)","Mortality (rates)","Incidence (rates)","Prevalence (rates)","Remission (rates)","Case fatality (rates)","Duration (years)","Mortality (rates)","RR mortality (number)","Age of onset (years)"
"61","0.0330","0.0000","0.0002","0.0016","0.0339","0.0000","0.0069","17.7065","0.0002","2.0315","61.5000"
"62","0.0341","0.0000","0.0003","0.0015","0.0356","0.0000","0.0074","16.9479","0.0003","2.0122","62.5000"
"63","0.0352","0.0000","0.0003","0.0015","0.0372","0.0000","0.0081","16.1998","0.0003","2.0010","63.5000"
"64","0.0364","0.0000","0.0004","0.0015","0.0388","0.0000","0.0089","15.4639","0.0003","1.9964","64.5000"
"65","0.0377","0.0000","0.0004","0.0015","0.0403","0.0000","0.0099","14.7417","0.0004","1.9972","65.5000"
"66","0.0390","0.0000","0.0005","0.0016","0.0419","0.0000","0.0109","14.0346","0.0005","2.0025","66.5000"
"67","0.0404","0.0000","0.0006","0.0017","0.0434","0.0000","0.0122","13.3432","0.0005","2.0116","67.5000"
"68","0.0418","0.0000","0.0007","0.0018","0.0451","0.0000","0.0136","12.6681","0.0006","2.0241","68.5000"
"69","0.0433","0.0000","0.0008","0.0019","0.0467","0.0000","0.0152","12.0094","0.0007","2.0382","69.5000"
"70","0.0447","0.0000","0.0009","0.0020","0.0483","0.0000","0.0169","11.3671","0.0008","2.0525","70.5000"
"71","0.0463","0.0000","0.0011","0.0021","0.0499","0.0000","0.0189","10.7416","0.0009","2.0672","71.5000"
"72","0.0478","0.0000","0.0012","0.0022","0.0515","0.0000","0.0211","10.1335","0.0011","2.0821","72.5000"
"73","0.0493","0.0000","0.0013","0.0024","0.0531","0.0000","0.0236","9.5434","0.0013","2.0969","73.5000"
"74","0.0509","0.0000","0.0015","0.0026","0.0547","0.0000","0.0265","8.9726","0.0014","2.1115","74.5000"
"75","0.0524","0.0000","0.0017","0.0029","0.0563","0.0000","0.0298","8.4220","0.0017","2.1263","75.5000"
"76","0.0541","0.0000","0.0019","0.0033","0.0580","0.0000","0.0335","7.8924","0.0019","2.1408","76.5000"
"77","0.0557","0.0000","0.0022","0.0037","0.0597","0.0000","0.0377","7.3844","0.0023","2.1547","77.5000"
"78","0.0574","0.0000","0.0027","0.0042","0.0616","0.0000","0.0424","6.8986","0.0026","2.1669","78.5000"
"79","0.0592","0.0000","0.0032","0.0047","0.0636","0.0000","0.0476","6.4352","0.0030","2.1744","79.5000"
"80","0.0610","0.0000","0.0038","0.0053","0.0656","0.0000","0.0534","5.9954","0.0035","2.1740","80.5000"
"81","0.0628","0.0000","0.0044","0.0058","0.0677","0.0000","0.0598","5.5806","0.0040","2.1627","81.5000"
"82","0.0644","0.0000","0.0051","0.0064","0.0697","0.0000","0.0668","5.1937","0.0047","2.1384","82.5000"
"83","0.0660","0.0000","0.0058","0.0069","0.0716","0.0000","0.0747","4.8391","0.0053","2.1045","83.5000"
"84","0.0675","0.0000","0.0066","0.0075","0.0733","0.0000","0.0836","4.5215","0.0061","2.0756","84.5000"
"85","0.0688","0.0000","0.0074","0.0081","0.0748","0.0000","0.0938","4.2431","0.0070","2.0672","85.5000"
"86","0.0700","0.0000","0.0084","0.0089","0.0760","0.0000","0.1055","4.0016","0.0080","2.0944","86.5000"
"87","0.0711","0.0000","0.0096","0.0098","0.0770","0.0000","0.1189","3.7889","0.0092","2.1764","87.5000"
"88","0.0720","0.0000","0.0110","0.0109","0.0778","0.0000","0.1339","3.5894","0.0104","2.3410","88.5000"
"89","0.0728","0.0000","0.0127","0.0120","0.0784","0.0000","0.1494","3.3786","0.0117","2.6293","89.5000"
"90","0.0734","0.0000","0.0144","0.0130","0.0788","0.0000","0.1639","3.2005","0.0129","2.3497","90.5000"
"91","0.0739","0.0000","0.0161","0.0137","0.0789","0.0000","0.1758","3.0898","0.0139","2.3311","91.5000"
"92","0.0743","0.0000","0.0177","0.0140","0.0787","0.0000","0.1837","3.0143","0.0145","2.2814","92.5000"
"93","0.0745","0.0000","0.0191","0.0136","0.0782","0.0000","0.1862","2.9702","0.0146","2.1987","93.5000"
"94","0.0745","0.0000","0.0200","0.0126","0.0771","0.0000","0.1821","2.9508","0.0140","2.0852","94.5000"
"95","0.0745","0.0000","0.0205","0.0109","0.0755","0.0000","0.1725","2.9479","0.0130","1.9533","95.5000"
"96","0.0743","0.0000","0.0203","0.0089","0.0732","0.0000","0.1586","2.9540","0.0116","1.8151","96.5000"
"97","0.0742","0.0000","0.0192","0.0066","0.0703","0.0000","0.1419","2.9632","0.0100","1.6796","97.5000"
"98","0.0740","0.0000","0.0163","0.0042","0.0667","0.0000","0.1236","2.9708","0.0082","1.5534","98.5000"
"99","0.0739","0.0000","0.0111","0.0020","0.0625","0.0000","0.1051","2.9746","0.0066","1.4413","99.5000"
"100+","0.0738","0.0000","0.0029","0.0000","0.0577","0.0000","0.0878","2.9755","0.0051","1.3466","103.4437"
"","","","","","","","","","","",""
"All ages","0.0157","NA","0.0007","0.0011","0.0163","0.0000","0.0354","14.2386","0.0006","2.2340","69.2423"
