"DisMod II input and output, database QIMD 5 2011","","","","","","","","","","",""
"Females, Disease: Stroke (Rates * ), sex: Females","","","","","","","","","","",""
"Written 05/12/2016, 23:30:58","","","","","","","","","","",""
"Age","Prevalence (rates)","Remission (rates)","Mortality (rates)","Incidence (rates)","Prevalence (rates)","Remission (rates)","Case fatality (rates)","Duration (years)","Mortality (rates)","RR mortality (number)","Age of onset (years)"
"50","0.0209","0.0000","0.0002","0.0009","0.0219","0.0000","0.0070","26.2403","0.0002","3.0773","50.5000"
"51","0.0220","0.0000","0.0002","0.0010","0.0230","0.0000","0.0073","25.5131","0.0002","2.9733","51.5000"
"52","0.0231","0.0000","0.0002","0.0010","0.0242","0.0000","0.0075","24.7924","0.0002","2.8503","52.5000"
"53","0.0243","0.0000","0.0002","0.0010","0.0254","0.0000","0.0076","24.0752","0.0002","2.7219","53.5000"
"54","0.0255","0.0000","0.0002","0.0011","0.0266","0.0000","0.0076","23.3590","0.0002","2.5947","54.5000"
"55","0.0269","0.0000","0.0002","0.0012","0.0279","0.0000","0.0076","22.6429","0.0002","2.4720","55.5000"
"56","0.0286","0.0000","0.0002","0.0013","0.0293","0.0000","0.0076","21.9267","0.0002","2.3559","56.5000"
"57","0.0307","0.0000","0.0002","0.0016","0.0310","0.0000","0.0076","21.2117","0.0002","2.2482","57.5000"
"58","0.0332","0.0000","0.0002","0.0020","0.0330","0.0000","0.0077","20.4998","0.0003","2.1498","58.5000"
"59","0.0363","0.0000","0.0003","0.0026","0.0353","0.0000","0.0079","19.7934","0.0003","2.0615","59.5000"
"60","0.0397","0.0000","0.0003","0.0031","0.0382","0.0000","0.0081","19.0941","0.0003","1.9837","60.5000"
"61","0.0434","0.0000","0.0004","0.0036","0.0416","0.0000","0.0083","18.4028","0.0003","1.9166","61.5000"
"62","0.0473","0.0000","0.0004","0.0041","0.0454","0.0000","0.0085","17.7194","0.0004","1.8603","62.5000"
"63","0.0512","0.0000","0.0005","0.0044","0.0495","0.0000","0.0088","17.0430","0.0004","1.8140","63.5000"
"64","0.0551","0.0000","0.0005","0.0046","0.0539","0.0000","0.0091","16.3722","0.0005","1.7742","64.5000"
"65","0.0590","0.0000","0.0005","0.0046","0.0584","0.0000","0.0093","15.7061","0.0005","1.7391","65.5000"
"66","0.0627","0.0000","0.0006","0.0045","0.0629","0.0000","0.0097","15.0449","0.0006","1.7078","66.5000"
"67","0.0664","0.0000","0.0007","0.0044","0.0672","0.0000","0.0101","14.3897","0.0007","1.6790","67.5000"
"68","0.0700","0.0000","0.0007","0.0043","0.0715","0.0000","0.0106","13.7425","0.0008","1.6521","68.5000"
"69","0.0734","0.0000","0.0008","0.0043","0.0756","0.0000","0.0112","13.1059","0.0008","1.6285","69.5000"
"70","0.0768","0.0000","0.0010","0.0043","0.0796","0.0000","0.0120","12.4826","0.0010","1.6095","70.5000"
"71","0.0801","0.0000","0.0011","0.0044","0.0836","0.0000","0.0130","11.8746","0.0011","1.5961","71.5000"
"72","0.0834","0.0000","0.0013","0.0045","0.0877","0.0000","0.0142","11.2840","0.0012","1.5889","72.5000"
"73","0.0868","0.0000","0.0015","0.0048","0.0917","0.0000","0.0157","10.7120","0.0014","1.5880","73.5000"
"74","0.0903","0.0000","0.0017","0.0050","0.0959","0.0000","0.0174","10.1598","0.0017","1.5927","74.5000"
"75","0.0938","0.0000","0.0020","0.0053","0.1000","0.0000","0.0194","9.6282","0.0019","1.6021","75.5000"
"76","0.0975","0.0000","0.0024","0.0057","0.1043","0.0000","0.0218","9.1181","0.0023","1.6150","76.5000"
"77","0.1012","0.0000","0.0028","0.0060","0.1085","0.0000","0.0244","8.6299","0.0026","1.6291","77.5000"
"78","0.1051","0.0000","0.0033","0.0064","0.1127","0.0000","0.0273","8.1638","0.0031","1.6421","78.5000"
"79","0.1090","0.0000","0.0039","0.0068","0.1168","0.0000","0.0304","7.7199","0.0035","1.6508","79.5000"
