qimd,stroke.duration,se
1,5.55144777569301,0.794538420663337
2,8.96864777697393,1.47014692698542
3,7.43208819691695,0.897413315168578
4,7.62804683414386,1.18986629313995
5,11.1758988365114,1.28861555432058
