"DisMod II input and output, database QIMD 3 2011","","","","","","","","","","",""
"Females, Disease: Stroke (Rates * ), sex: Females","","","","","","","","","","",""
"Written 05/12/2016, 23:01:36","","","","","","","","","","",""
"Age","Prevalence (rates)","Remission (rates)","Mortality (rates)","Incidence (rates)","Prevalence (rates)","Remission (rates)","Case fatality (rates)","Duration (years)","Mortality (rates)","RR mortality (number)","Age of onset (years)"
"36","0.0007","0.0000","0.0000","0.0000","0.0005","0.0000","0.0337","15.7957","0.0000","62.7194","36.5000"
"37","0.0006","0.0000","0.0000","0.0000","0.0006","0.0000","0.0399","15.3776","0.0000","66.5469","37.5000"
"38","0.0005","0.0000","0.0000","0.0000","0.0006","0.0000","0.0487","15.0605","0.0000","73.2068","38.5000"
"39","0.0004","0.0000","0.0000","0.0000","0.0006","0.0000","0.0608","14.8898","0.0000","82.8180","39.5000"
"40","0.0002","0.0000","0.0000","0.0000","0.0005","0.0000","0.0764","0.0000","0.0000","94.7165","0.0000"
"41","0.0001","0.0000","0.0000","0.0000","0.0005","0.0000","0.0938","0.0000","0.0000","106.1253","0.0000"
"42","0.0001","0.0000","0.0000","0.0000","0.0004","0.0000","0.1107","15.8161","0.0000","114.5557","42.5000"
"43","0.0001","0.0000","0.0000","0.0000","0.0004","0.0000","0.1247","16.7470","0.0001","118.2920","43.5000"
"44","0.0003","0.0000","0.0000","0.0001","0.0004","0.0000","0.1337","18.0093","0.0001","116.2758","44.5000"
"45","0.0007","0.0000","0.0001","0.0002","0.0005","0.0000","0.1354","19.5558","0.0001","107.9603","45.5000"
"46","0.0012","0.0000","0.0001","0.0004","0.0008","0.0000","0.1283","21.2690","0.0001","93.7880","46.5000"
"47","0.0017","0.0000","0.0001","0.0006","0.0011","0.0000","0.1141","22.9762","0.0001","76.4598","47.5000"
"48","0.0024","0.0000","0.0001","0.0008","0.0017","0.0000","0.0953","24.4930","0.0002","58.5606","48.5000"
"49","0.0032","0.0000","0.0001","0.0010","0.0025","0.0000","0.0745","25.6609","0.0002","42.0111","49.5000"
"50","0.0041","0.0000","0.0001","0.0012","0.0034","0.0000","0.0542","26.3806","0.0002","28.1376","50.5000"
"51","0.0052","0.0000","0.0001","0.0014","0.0046","0.0000","0.0368","26.6395","0.0002","17.7673","51.5000"
"52","0.0065","0.0000","0.0001","0.0015","0.0060","0.0000","0.0244","26.5122","0.0001","11.0844","52.5000"
"53","0.0080","0.0000","0.0001","0.0016","0.0075","0.0000","0.0165","26.1152","0.0001","7.1758","53.5000"
"54","0.0098","0.0000","0.0001","0.0017","0.0092","0.0000","0.0121","25.5546","0.0001","5.0989","54.5000"
"55","0.0119","0.0000","0.0001","0.0019","0.0110","0.0000","0.0102","24.9109","0.0001","4.1309","55.5000"
"56","0.0143","0.0000","0.0002","0.0020","0.0130","0.0000","0.0098","24.2366","0.0001","3.7350","56.5000"
"57","0.0171","0.0000","0.0002","0.0023","0.0152","0.0000","0.0099","23.5572","0.0002","3.5243","57.5000"
"58","0.0203","0.0000","0.0002","0.0026","0.0178","0.0000","0.0097","22.8751","0.0002","3.2695","58.5000"
"59","0.0239","0.0000","0.0002","0.0030","0.0207","0.0000","0.0091","22.1831","0.0002","2.9709","59.5000"
"60","0.0279","0.0000","0.0002","0.0034","0.0240","0.0000","0.0084","21.4751","0.0002","2.6665","60.5000"
"61","0.0321","0.0000","0.0002","0.0038","0.0278","0.0000","0.0075","20.7489","0.0002","2.3843","61.5000"
"62","0.0364","0.0000","0.0002","0.0042","0.0319","0.0000","0.0067","20.0052","0.0002","2.1449","62.5000"
"63","0.0408","0.0000","0.0002","0.0044","0.0365","0.0000","0.0061","19.2474","0.0002","1.9628","63.5000"
"64","0.0453","0.0000","0.0002","0.0045","0.0412","0.0000","0.0058","18.4811","0.0002","1.8429","64.5000"
"65","0.0497","0.0000","0.0003","0.0046","0.0461","0.0000","0.0058","17.7125","0.0003","1.7703","65.5000"
"66","0.0540","0.0000","0.0003","0.0046","0.0511","0.0000","0.0060","16.9464","0.0003","1.7285","66.5000"
"67","0.0582","0.0000","0.0004","0.0045","0.0560","0.0000","0.0064","16.1868","0.0004","1.7041","67.5000"
"68","0.0622","0.0000","0.0005","0.0044","0.0608","0.0000","0.0069","15.4365","0.0004","1.6868","68.5000"
"69","0.0660","0.0000","0.0005","0.0044","0.0656","0.0000","0.0075","14.6976","0.0005","1.6702","69.5000"
"70","0.0698","0.0000","0.0006","0.0044","0.0704","0.0000","0.0081","13.9712","0.0006","1.6515","70.5000"
"71","0.0734","0.0000","0.0007","0.0044","0.0751","0.0000","0.0089","13.2583","0.0007","1.6344","71.5000"
"72","0.0771","0.0000","0.0008","0.0045","0.0798","0.0000","0.0097","12.5599","0.0008","1.6224","72.5000"
"73","0.0809","0.0000","0.0009","0.0046","0.0845","0.0000","0.0108","11.8773","0.0009","1.6176","73.5000"
"74","0.0847","0.0000","0.0011","0.0048","0.0891","0.0000","0.0121","11.2119","0.0011","1.6201","74.5000"
"75","0.0885","0.0000","0.0014","0.0049","0.0938","0.0000","0.0138","10.5653","0.0013","1.6297","75.5000"
"76","0.0925","0.0000","0.0017","0.0051","0.0985","0.0000","0.0158","9.9393","0.0016","1.6449","76.5000"
"77","0.0965","0.0000","0.0020","0.0054","0.1031","0.0000","0.0181","9.3351","0.0019","1.6627","77.5000"
"78","0.1005","0.0000","0.0025","0.0056","0.1076","0.0000","0.0208","8.7540","0.0022","1.6802","78.5000"
"79","0.1045","0.0000","0.0029","0.0060","0.1120","0.0000","0.0238","8.1971","0.0027","1.6936","79.5000"
"80","0.1084","0.0000","0.0035","0.0063","0.1163","0.0000","0.0272","7.6661","0.0032","1.6992","80.5000"
"81","0.1123","0.0000","0.0041","0.0067","0.1203","0.0000","0.0309","7.1640","0.0037","1.6940","81.5000"
"82","0.1159","0.0000","0.0048","0.0072","0.1242","0.0000","0.0349","6.6954","0.0043","1.6763","82.5000"
"83","0.1193","0.0000","0.0055","0.0077","0.1279","0.0000","0.0393","6.2674","0.0050","1.6492","83.5000"
"84","0.1224","0.0000","0.0063","0.0083","0.1313","0.0000","0.0444","5.8874","0.0058","1.6238","84.5000"
"85","0.1252","0.0000","0.0072","0.0090","0.1345","0.0000","0.0502","5.5593","0.0068","1.6110","85.5000"
"86","0.1277","0.0000","0.0083","0.0098","0.1374","0.0000","0.0570","5.2802","0.0078","1.6208","86.5000"
"87","0.1299","0.0000","0.0097","0.0107","0.1399","0.0000","0.0648","5.0377","0.0091","1.6654","87.5000"
"88","0.1319","0.0000","0.0113","0.0117","0.1421","0.0000","0.0737","4.8074","0.0105","1.7629","88.5000"
"89","0.1335","0.0000","0.0131","0.0128","0.1438","0.0000","0.0828","4.5535","0.0119","1.9410","89.5000"
"90","0.1348","0.0000","0.0150","0.0136","0.1451","0.0000","0.0911","4.3366","0.0132","1.7778","90.5000"
"91","0.1358","0.0000","0.0169","0.0142","0.1459","0.0000","0.0977","4.2022","0.0143","1.7663","91.5000"
"92","0.1366","0.0000","0.0187","0.0143","0.1461","0.0000","0.1016","4.1067","0.0148","1.7348","92.5000"
"93","0.1370","0.0000","0.0202","0.0139","0.1460","0.0000","0.1017","4.0456","0.0148","1.6814","93.5000"
"94","0.1371","0.0000","0.0212","0.0127","0.1453","0.0000","0.0974","4.0114","0.0141","1.6071","94.5000"
"95","0.1370","0.0000","0.0217","0.0110","0.1441","0.0000","0.0894","3.9959","0.0129","1.5204","95.5000"
"96","0.1367","0.0000","0.0216","0.0089","0.1425","0.0000","0.0786","3.9916","0.0112","1.4294","96.5000"
"97","0.1364","0.0000","0.0203","0.0065","0.1404","0.0000","0.0660","3.9926","0.0093","1.3400","97.5000"
"98","0.1360","0.0000","0.0171","0.0042","0.1379","0.0000","0.0527","3.9944","0.0073","1.2568","98.5000"
"99","0.1357","0.0000","0.0114","0.0019","0.1351","0.0000","0.0396","3.9950","0.0053","1.1832","99.5000"
"100+","0.1356","0.0000","0.0024","0.0000","0.1319","0.0000","0.0276","3.9948","0.0036","1.1220","103.9071"
"","","","","","","","","","","",""
"All ages","0.0216","NA","0.0007","0.0017","0.0219","0.0000","0.0289","13.4756","0.0006","17.1238","71.7473"
