"DisMod II input and output, database QIMD 5 2011","","","","","","","","","","",""
"Females, Disease: CHD (Rates * ), sex: Females","","","","","","","","","","",""
"Written 05/12/2016, 23:24:03","","","","","","","","","","",""
"Age","Prevalence (rates)","Remission (rates)","Mortality (rates)","Incidence (rates)","Prevalence (rates)","Remission (rates)","Case fatality (rates)","Duration (years)","Mortality (rates)","RR mortality (number)","Age of onset (years)"
"83","0.1634","0.0000","0.0092","0.0091","0.1754","0.0000","0.0489","5.9999","0.0086","1.6648","83.5000"
"84","0.1645","0.0000","0.0100","0.0097","0.1767","0.0000","0.0534","5.7063","0.0094","1.6355","84.5000"
"85","0.1654","0.0000","0.0108","0.0104","0.1776","0.0000","0.0581","5.4595","0.0103","1.6147","85.5000"
"86","0.1662","0.0000","0.0118","0.0111","0.1782","0.0000","0.0632","5.2568","0.0113","1.6104","86.5000"
"87","0.1668","0.0000","0.0128","0.0120","0.1786","0.0000","0.0687","5.0864","0.0123","1.6308","87.5000"
"88","0.1672","0.0000","0.0140","0.0129","0.1787","0.0000","0.0746","4.9252","0.0133","1.6879","88.5000"
"89","0.1676","0.0000","0.0153","0.0139","0.1786","0.0000","0.0806","4.7391","0.0144","1.8002","89.5000"
"90","0.1678","0.0000","0.0166","0.0147","0.1783","0.0000","0.0864","4.5694","0.0154","1.7210","90.5000"
"91","0.1680","0.0000","0.0179","0.0152","0.1777","0.0000","0.0918","4.4521","0.0163","1.7317","91.5000"
"92","0.1680","0.0000","0.0191","0.0153","0.1766","0.0000","0.0964","4.3564","0.0170","1.7382","92.5000"
"93","0.1681","0.0000","0.0201","0.0149","0.1749","0.0000","0.1002","4.2805","0.0175","1.7393","93.5000"
"94","0.1681","0.0000","0.0207","0.0139","0.1722","0.0000","0.1027","4.2219","0.0177","1.7339","94.5000"
"95","0.1681","0.0000","0.0211","0.0123","0.1683","0.0000","0.1041","4.1781","0.0175","1.7231","95.5000"
"96","0.1681","0.0000","0.0210","0.0104","0.1631","0.0000","0.1044","4.1466","0.0170","1.7077","96.5000"
"97","0.1680","0.0000","0.0201","0.0083","0.1565","0.0000","0.1039","4.1255","0.0163","1.6888","97.5000"
"98","0.1680","0.0000","0.0181","0.0062","0.1487","0.0000","0.1025","4.1127","0.0152","1.6669","98.5000"
"99","0.1680","0.0000","0.0144","0.0041","0.1398","0.0000","0.1005","4.1065","0.0140","1.6428","99.5000"
"100+","0.1680","0.0000","0.0086","0.0024","0.1300","0.0000","0.0978","4.1048","0.0127","1.6169","105.6605"
"","","","","","","","","","","",""
"All ages","0.0318","NA","0.0009","0.0019","0.0329","0.0000","0.0253","16.8356","0.0008","1.8101","64.5905"
