"DisMod II input and output, database QIMD 4 2011","","","","","","","","","","",""
"Males, Disease: Stroke (Rates * ), sex: Males","","","","","","","","","","",""
"Written 05/12/2016, 23:15:06","","","","","","","","","","",""
"Age","Prevalence (rates)","Remission (rates)","Mortality (rates)","Incidence (rates)","Prevalence (rates)","Remission (rates)","Case fatality (rates)","Duration (years)","Mortality (rates)","RR mortality (number)","Age of onset (years)"
"82","0.1982","0.0000","0.0058","0.0133","0.2056","0.0000","0.0264","6.4798","0.0054","1.3206","82.5000"
"83","0.2062","0.0000","0.0066","0.0136","0.2137","0.0000","0.0286","6.1754","0.0061","1.3038","83.5000"
"84","0.2136","0.0000","0.0073","0.0139","0.2215","0.0000","0.0310","5.9252","0.0069","1.2889","84.5000"
"85","0.2205","0.0000","0.0082","0.0142","0.2289","0.0000","0.0335","5.7326","0.0077","1.2793","85.5000"
"86","0.2267","0.0000","0.0091","0.0144","0.2356","0.0000","0.0363","5.5927","0.0085","1.2781","86.5000"
"87","0.2323","0.0000","0.0101","0.0145","0.2418","0.0000","0.0392","5.4887","0.0095","1.2890","87.5000"
"88","0.2372","0.0000","0.0112","0.0146","0.2472","0.0000","0.0424","5.3887","0.0105","1.3172","88.5000"
"89","0.2414","0.0000","0.0124","0.0146","0.2518","0.0000","0.0455","5.2466","0.0115","1.3710","89.5000"
"90","0.2448","0.0000","0.0136","0.0144","0.2555","0.0000","0.0485","5.1191","0.0124","1.3358","90.5000"
"91","0.2475","0.0000","0.0147","0.0139","0.2582","0.0000","0.0512","5.0535","0.0132","1.3437","91.5000"
"92","0.2495","0.0000","0.0157","0.0132","0.2598","0.0000","0.0532","5.0060","0.0138","1.3488","92.5000"
"93","0.2506","0.0000","0.0166","0.0121","0.2602","0.0000","0.0545","4.9741","0.0142","1.3501","93.5000"
"94","0.2509","0.0000","0.0172","0.0105","0.2594","0.0000","0.0549","4.9548","0.0142","1.3465","94.5000"
"95","0.2506","0.0000","0.0175","0.0087","0.2571","0.0000","0.0544","4.9451","0.0140","1.3389","95.5000"
"96","0.2498","0.0000","0.0174","0.0068","0.2535","0.0000","0.0533","4.9420","0.0135","1.3282","96.5000"
"97","0.2489","0.0000","0.0167","0.0048","0.2487","0.0000","0.0517","4.9432","0.0128","1.3151","97.5000"
"98","0.2479","0.0000","0.0149","0.0029","0.2426","0.0000","0.0497","4.9462","0.0120","1.3005","98.5000"
"99","0.2472","0.0000","0.0117","0.0013","0.2356","0.0000","0.0474","4.9492","0.0112","1.2852","99.5000"
"100+","0.2469","0.0000","0.0067","0.0000","0.2278","0.0000","0.0451","4.9505","0.0103","1.2700","105.3756"
"","","","","","","","","","","",""
"All ages","0.0265","NA","0.0005","0.0020","0.0264","0.0000","0.0173","14.8924","0.0005","123.3168","66.4435"
