year,agegroup,sex,qimd,max,min,mid
2016,60-64,2,5,-0.229510704302655,-0.327515292047096,-0.239411898655462
2016,65-69,1,1,-0.143250407804686,-0.554244118771663,-0.303229600446059
2016,65-69,1,2,-0.120420034164539,-0.510654461213505,-0.267747332377809
2016,65-69,1,3,-0.106585608059049,-0.534463196401447,-0.288236376671591
2016,65-69,1,4,-0.0281235091567282,-0.572490251859875,-0.289966108602499
2016,65-69,1,5,-0.280969961107786,-0.507218715285802,-0.303857443123235
2016,65-69,2,1,-0.144308247472424,-0.224293060223147,-0.149511103420721
2016,65-69,2,2,-0.120384148638323,-0.215052406767526,-0.203306218409821
2016,65-69,2,3,-0.181307140360104,-0.252501046587014,-0.237825257955421
2016,65-69,2,4,-0.0537311497794804,-0.230471279147537,-0.151302908086819
2016,65-69,2,5,-0.257246271197573,-0.312152467281251,-0.3045279377545
2016,70-74,1,1,-0.0952098271519617,-0.765251201120236,-0.264234368153495
2016,70-74,1,2,-0.075500984451196,-0.607698408966002,-0.304431867863741
2016,70-74,1,3,-0.154944982624528,-0.792820120557366,-0.301598692140374
2016,70-74,1,4,-0.0574075459466599,-0.702214311254295,-0.303840360707483
2016,70-74,1,5,-0.109853823229088,-0.599018727229236,-0.257479774894733
2016,70-74,2,1,0,-0.200444602013221,-0.184663094266327
2016,70-74,2,2,0,-0.381149101005292,-0.226759665186535
2016,70-74,2,3,0,-0.194237542514003,-0.128797664408182
2016,70-74,2,4,-0.127484190212698,-0.318234973212071,-0.197431005884738
2016,70-74,2,5,-0.0950327199314529,-0.265258017499576,-0.210797869510628
2016,75-79,1,1,0,-1.02908910284293,-0.292370832543213
2016,75-79,1,2,0,-0.892050878859351,-0.280212545573704
2016,75-79,1,3,-0.0387435147982274,-0.936358289244822,-0.328860518820221
2016,75-79,1,4,-0.122105215730215,-0.729590539989232,-0.273353964243796
2016,75-79,1,5,-0.0557666512782191,-0.734089008817534,-0.286229949687879
2016,75-79,2,1,-0.0622630092039174,-0.514401495815321,-0.267440291388084
2016,75-79,2,2,-0.0883243024468641,-0.322480523658243,-0.23087990638885
2016,75-79,2,3,-0.0503915415480094,-0.359470614439175,-0.231899956786833
2016,75-79,2,4,-0.133188572012443,-0.342157093691014,-0.261799159504136
2016,75-79,2,5,-0.212107396219778,-0.454969301515774,-0.327917486878079
2016,80-84,1,1,-0.0246156737764522,-0.950228059798775,-0.310760407676781
2016,80-84,1,2,-0.15829483500994,-0.777580086639659,-0.291694641084348
2016,80-84,1,3,0,-0.933372934512448,-0.321946116208181
2016,80-84,1,4,-0.0320187011266739,-0.840462268073424,-0.29535998732598
2016,80-84,1,5,0,-0.750338225033033,-0.343040800072572
2016,80-84,2,1,-0.0666508279249456,-0.548915029073442,-0.219932059351237
2016,80-84,2,2,-0.0555031461803139,-0.439255952473559,-0.227819832156968
2016,80-84,2,3,-0.170523922279727,-0.590370355448499,-0.328528343922955
2016,80-84,2,4,-0.0639071158102809,-0.230093630991803,-0.206369151434018
2016,80-84,2,5,0,-0.676471831005699,-0.324889381814444
2017,20-24,1,1,0,-0.367924774200574,-0.184899592244264
2017,20-24,1,2,-0.0454148542143713,-0.402307439626355,-0.186702678788706
2017,20-24,1,3,0,-0.346218927640948,-0.201661653999452
2017,20-24,1,4,-0.0360866268244138,-0.377400026715577,-0.219668128574881
2017,20-24,1,5,-0.0506648678299086,-0.412580071999955,-0.218405324393515
2017,20-24,2,1,-0.0278318441160081,-0.194523883327193,-0.149202667402534
2017,20-24,2,2,-0.0118063435760405,-0.164991324593203,-0.119681740232039
2017,20-24,2,3,-0.101258354589959,-0.249209512466294,-0.155899943991983
2017,20-24,2,4,-0.0234550214878055,-0.158070862313181,-0.143934062589111
2017,20-24,2,5,-0.0288394211662677,-0.203798729320198,-0.14281678731578
2017,25-29,1,1,0,-0.367924774200574,-0.184899592244264
2017,25-29,1,2,-0.0454148542143713,-0.402307439626355,-0.186702678788706
2017,25-29,1,3,0,-0.346218927640948,-0.201661653999452
2017,25-29,1,4,-0.0360866268244138,-0.377400026715577,-0.219668128574881
2017,25-29,1,5,-0.0506648678299086,-0.412580071999955,-0.218405324393515
2017,25-29,2,1,-0.0278318441160081,-0.194523883327193,-0.149202667402534
2017,25-29,2,2,-0.0118063435760405,-0.164991324593203,-0.119681740232039
2017,25-29,2,3,-0.101258354589959,-0.249209512466294,-0.155899943991983
2017,25-29,2,4,-0.0234550214878055,-0.158070862313181,-0.143934062589111
2017,25-29,2,5,-0.0288394211662677,-0.203798729320198,-0.14281678731578
2017,30-34,1,1,0,-0.367924774200574,-0.184899592244264
2017,30-34,1,2,-0.0454148542143713,-0.402307439626355,-0.186702678788706
2017,30-34,1,3,0,-0.346218927640948,-0.201661653999452
2017,30-34,1,4,-0.0360866268244138,-0.377400026715577,-0.219668128574881
2017,30-34,1,5,-0.0506648678299086,-0.412580071999955,-0.218405324393515
2017,30-34,2,1,-0.0278318441160081,-0.194523883327193,-0.149202667402534
2017,30-34,2,2,-0.0118063435760405,-0.164991324593203,-0.119681740232039
2017,30-34,2,3,-0.101258354589959,-0.249209512466294,-0.155899943991983
2017,30-34,2,4,-0.0234550214878055,-0.158070862313181,-0.143934062589111
2017,30-34,2,5,-0.0288394211662677,-0.203798729320198,-0.14281678731578
2017,35-39,1,1,-0.076653150444443,-0.468357108633455,-0.248988727777203
2017,35-39,1,2,-0.0353637770407715,-0.467927421098125,-0.243008438699462
2017,35-39,1,3,-0.0392179209886763,-0.419375400181821,-0.223363143463772
2017,35-39,1,4,-0.0267129639360775,-0.444134828703156,-0.231072009864533
2017,35-39,1,5,0,-0.489150959043002,-0.242556751653126
2017,35-39,2,1,-0.137294606491054,-0.189403145220581,-0.163303195541857
2017,35-39,2,2,-0.0251996694300232,-0.180374420864908,-0.117354897645697
2017,35-39,2,3,-0.151477690362228,-0.185364482541459,-0.159034635396111
2017,35-39,2,4,-0.136304504565956,-0.161990290534902,-0.140078118918382
2017,35-39,2,5,-0.156344952105869,-0.219021864875458,-0.195270035569408
2017,40-44,1,1,-0.0219113897703949,-0.403620606865914,-0.253218661283313
2017,40-44,1,2,-0.141222532397933,-0.444303968707899,-0.274465667769448
2017,40-44,1,3,-0.111072759294814,-0.532320368031634,-0.266968574642533
2017,40-44,1,4,-0.111221610180934,-0.488948114046664,-0.270018670327644
2017,40-44,1,5,-0.191231521190119,-0.487276492427327,-0.294311623869959
2017,40-44,2,1,-0.108172855127791,-0.230303803718883,-0.202678140559101
2017,40-44,2,2,-0.194238903850817,-0.293989561768967,-0.268794175449798
2017,40-44,2,3,-0.167086478785166,-0.188382632019852,-0.17838490068803
2017,40-44,2,4,-0.20195087904311,-0.237918475429908,-0.218973863845278
2017,40-44,2,5,-0.193080521973968,-0.26378027162346,-0.198304341002483
2017,45-49,1,1,-0.191528274296545,-0.362416997071378,-0.323474050089516
2017,45-49,1,2,-0.24400650389417,-0.499246680537056,-0.308217995595626
2017,45-49,1,3,-0.247813871346878,-0.350263854178664,-0.329544395911938
2017,45-49,1,4,-0.230918798665527,-0.430054930160722,-0.338425454264268
2017,45-49,1,5,-0.250524099155214,-0.482391672847328,-0.346292144344929
2017,45-49,2,1,-0.120689368920765,-0.287702176985391,-0.24273100029508
2017,45-49,2,2,-0.0819896363026373,-0.230117078802934,-0.173008821656055
2017,45-49,2,3,-0.0532440679506863,-0.269629151279489,-0.196790595351288
2017,45-49,2,4,-0.253427890659253,-0.379859405517678,-0.276786146614242
2017,45-49,2,5,-0.119832572355818,-0.259431407923813,-0.24975162458
2017,50-54,1,1,-0.328292496666847,-0.415384243803416,-0.34115097925816
2017,50-54,1,2,-0.345807432705726,-0.522117044224757,-0.368927762277195
2017,50-54,1,3,-0.324514329959996,-0.468126955585234,-0.358483292592695
2017,50-54,1,4,-0.309377896124275,-0.463077128879093,-0.365898435765331
2017,50-54,1,5,-0.330689152870221,-0.431375672141698,-0.400289736854376
2017,50-54,2,1,-0.148190962338518,-0.381642094978375,-0.264855809831417
2017,50-54,2,2,-0.243663676514515,-0.351128367671791,-0.261570347756901
2017,50-54,2,3,-0.208593074373923,-0.313219210428699,-0.258281277684389
2017,50-54,2,4,-0.252914952255921,-0.428514025846241,-0.356454475424272
2017,50-54,2,5,-0.141056634757916,-0.300341617751357,-0.237954255610973
2017,55-59,1,1,-0.285877119653037,-0.469112055207617,-0.400359899858969
2017,55-59,1,2,-0.257131475774827,-0.455174043637626,-0.379331016081537
2017,55-59,1,3,-0.314170075878934,-0.481354937929794,-0.38946982323948
2017,55-59,1,4,-0.261401067693498,-0.482143526699545,-0.436111508585185
2017,55-59,1,5,-0.34240830888001,-0.50875258683233,-0.394317169311691
2017,55-59,2,1,-0.163728252693105,-0.303045026258403,-0.271873108521973
2017,55-59,2,2,-0.199479723135752,-0.284516612557411,-0.204737268778374
2017,55-59,2,3,-0.107637271247157,-0.434490822010019,-0.295691495185054
2017,55-59,2,4,-0.203397560901635,-0.303595997504587,-0.27537322421982
2017,55-59,2,5,-0.178752300996223,-0.270692800580051,-0.253938285931369
2017,60-64,1,1,-0.304635937628717,-0.504491089003622,-0.439884843409288
2017,60-64,1,2,-0.257420978999477,-0.499628735798979,-0.40471707060388
2017,60-64,1,3,-0.286161381566814,-0.516988400556187,-0.44693487367914
2017,60-64,1,4,-0.351027560975467,-0.481985191789192,-0.419879533989615
2017,60-64,1,5,-0.263646279107661,-0.605693626795045,-0.444395944267143
2017,60-64,2,1,-0.308252524648154,-0.321289366719086,-0.319154133706348
2017,60-64,2,2,-0.253066638599506,-0.328178834817564,-0.314887004443136
2017,60-64,2,3,-0.217752277936611,-0.432944634133165,-0.296101236633575
2017,60-64,2,4,-0.309314928024676,-0.390763098262468,-0.313989005594678
2017,60-64,2,5,-0.290746432715537,-0.378874137426266,-0.362491359414534
2017,65-69,1,1,-0.231131716546884,-0.675410702278413,-0.430205081514231
2017,65-69,1,2,-0.333205529622177,-0.531503335906734,-0.452522309103813
2017,65-69,1,3,-0.0805179375834086,-0.716645370943382,-0.485348819258803
2017,65-69,1,4,-0.376687160701607,-0.441962260557659,-0.393952232822926
2017,65-69,1,5,-0.327919833746478,-0.50409927547787,-0.445946619492503
2017,65-69,2,1,-0.333225902798006,-0.465917045618085,-0.371102870915991
2017,65-69,2,2,-0.129404536715242,-0.333027567974128,-0.166093112208642
2017,65-69,2,3,-0.268224427741345,-0.442718139907953,-0.328192017750069
2017,65-69,2,4,-0.0805858851289685,-0.334928120199706,-0.33081416813701
2017,65-69,2,5,-0.378072051950738,-0.547054231559343,-0.386756137386953
2017,70-74,1,1,-0.107626759332248,-0.738685282153256,-0.483245365315753
2017,70-74,1,2,-0.092529061906248,-0.844019780986088,-0.437534941249538
2017,70-74,1,3,-0.236603945634101,-0.847873033762255,-0.482694404345779
2017,70-74,1,4,-0.0925244021165952,-0.737728318615552,-0.450352981249637
2017,70-74,1,5,-0.158560271958834,-0.719537083842027,-0.471330710076416
2017,70-74,2,1,-0.180555267802703,-0.378184157767606,-0.294129744646654
2017,70-74,2,2,-0.166373738067733,-0.339061216801554,-0.3245912174811
2017,70-74,2,3,-0.328375124546994,-0.463916491277189,-0.395993132615672
2017,70-74,2,4,-0.189691268373792,-0.344986190572826,-0.302586207241006
2017,70-74,2,5,-0.400963854839091,-0.422869548140028,-0.406777567059834
2017,75-79,1,1,0,-0.956024070526325,-0.476042198640641
2017,75-79,1,2,-0.0435309192398563,-0.928869184833871,-0.457640314804536
2017,75-79,1,3,0,-0.932657102430511,-0.484772803331737
2017,75-79,1,4,-0.0659467466963122,-0.935208902340264,-0.446622376375956
2017,75-79,1,5,-0.196054011195514,-0.839120602932781,-0.534379349100732
2017,75-79,2,1,-0.25071869584707,-0.484749239219582,-0.361907155391805
2017,75-79,2,2,-0.136671829078438,-0.448426887756568,-0.372933263806317
2017,75-79,2,3,-0.114266272744402,-0.581214633350072,-0.420682316468117
2017,75-79,2,4,-0.254106327649538,-0.469610300471885,-0.35135630580757
2017,75-79,2,5,-0.37765362534509,-0.512829952356896,-0.381383143368595
2017,80-84,1,1,-0.0092452235172118,-1.05817090603645,-0.48237559951329
2017,80-84,1,2,0,-1.07075952841814,-0.471453222614514
2017,80-84,1,3,-0.125849160524268,-0.954821514063127,-0.545643214615438
2017,80-84,1,4,-0.0610953191918782,-0.789572872736557,-0.431914398127475
2017,80-84,1,5,-0.0282583830050669,-0.921543783161809,-0.562262063841644
2017,80-84,2,1,0,-0.685854296759004,-0.377753750500432
2017,80-84,2,2,-0.00974616299350828,-0.664404342070185,-0.326365300289439
2017,80-84,2,3,-0.060402785504408,-0.681754989265045,-0.455657625542671
2017,80-84,2,4,-0.236154965904888,-0.539036412892671,-0.339403002821712
2017,80-84,2,5,-0.213422295416706,-0.750410563139837,-0.447165566984637
2018,20-24,1,1,-0.0601582564611789,-0.40171788576771,-0.259298511218489
2018,20-24,1,2,-0.0838572520784311,-0.415679805410633,-0.287701299332113
2018,20-24,1,3,-0.0977978519841969,-0.316885285911837,-0.277693949096246
2018,20-24,1,4,-0.0629018906201111,-0.386417239313928,-0.255256508175165
2018,20-24,1,5,0,-0.424694283861541,-0.250516996333658
2018,20-24,2,1,-0.0701906883773233,-0.246399039294786,-0.1777325152879
2018,20-24,2,2,-0.0275483953748363,-0.162721707135717,-0.145748567482912
2018,20-24,2,3,0,-0.280680293634632,-0.194268064057837
2018,20-24,2,4,-0.0203299793195555,-0.300706898592864,-0.211964342945208
2018,20-24,2,5,-0.0248228351158701,-0.188458795418384,-0.183290934496995
2018,25-29,1,1,-0.0601582564611789,-0.40171788576771,-0.259298511218489
2018,25-29,1,2,-0.0838572520784311,-0.415679805410633,-0.287701299332113
2018,25-29,1,3,-0.0977978519841969,-0.316885285911837,-0.277693949096246
2018,25-29,1,4,-0.0629018906201111,-0.386417239313928,-0.255256508175165
2018,25-29,1,5,0,-0.424694283861541,-0.250516996333658
2018,25-29,2,1,-0.0701906883773233,-0.246399039294786,-0.1777325152879
2018,25-29,2,2,-0.0275483953748363,-0.162721707135717,-0.145748567482912
2018,25-29,2,3,0,-0.280680293634632,-0.194268064057837
2018,25-29,2,4,-0.0203299793195555,-0.300706898592864,-0.211964342945208
2018,25-29,2,5,-0.0248228351158701,-0.188458795418384,-0.183290934496995
2018,30-34,1,1,-0.0601582564611789,-0.40171788576771,-0.259298511218489
2018,30-34,1,2,-0.0838572520784311,-0.415679805410633,-0.287701299332113
2018,30-34,1,3,-0.0977978519841969,-0.316885285911837,-0.277693949096246
2018,30-34,1,4,-0.0629018906201111,-0.386417239313928,-0.255256508175165
2018,30-34,1,5,0,-0.424694283861541,-0.250516996333658
2018,30-34,2,1,-0.0701906883773233,-0.246399039294786,-0.1777325152879
2018,30-34,2,2,-0.0275483953748363,-0.162721707135717,-0.145748567482912
2018,30-34,2,3,0,-0.280680293634632,-0.194268064057837
2018,30-34,2,4,-0.0203299793195555,-0.300706898592864,-0.211964342945208
2018,30-34,2,5,-0.0248228351158701,-0.188458795418384,-0.183290934496995
2018,35-39,1,1,-0.079861652840421,-0.482645203991922,-0.307951838652187
2018,35-39,1,2,-0.11096839391881,-0.410840576778242,-0.307104330519962
2018,35-39,1,3,-0.0829035963416374,-0.502030802680451,-0.332935524879545
2018,35-39,1,4,-0.0403517683542844,-0.492132302375438,-0.319349942229266
2018,35-39,1,5,-0.111514241922308,-0.58479400029205,-0.327543064964672
2018,35-39,2,1,-0.195721460019186,-0.261426753302061,-0.235936531956298
2018,35-39,2,2,-0.118547228363397,-0.239578815411761,-0.214996988119282
2018,35-39,2,3,-0.250422191041025,-0.265910284835456,-0.251822607927707
2018,35-39,2,4,-0.184251784814407,-0.298262792017042,-0.238418448367241
2018,35-39,2,5,-0.216623299346168,-0.27889625397404,-0.259039348529342
2018,40-44,1,1,-0.161730947383006,-0.536383497999012,-0.38590280722299
2018,40-44,1,2,-0.138777979893021,-0.449296924811691,-0.336768401380638
2018,40-44,1,3,-0.17425720648437,-0.530669058100273,-0.400293542898979
2018,40-44,1,4,-0.144771653797903,-0.483517702870458,-0.367226684938657
2018,40-44,1,5,-0.186228030528085,-0.540689669795086,-0.374634731399638
2018,40-44,2,1,-0.235163777927866,-0.272256146337924,-0.254666164699202
2018,40-44,2,2,-0.173715303762691,-0.228389598355946,-0.22814775257811
2018,40-44,2,3,-0.228578132860463,-0.363553691416584,-0.282261811152381
2018,40-44,2,4,-0.241255701318337,-0.256382297413538,-0.246124256456213
2018,40-44,2,5,-0.236297804194422,-0.277783805994616,-0.262545331509728
2018,45-49,1,1,-0.327147732441432,-0.435785008432177,-0.403350007465889
2018,45-49,1,2,-0.302973603916101,-0.465090536714783,-0.393689124497641
2018,45-49,1,3,-0.286891543630205,-0.503960871266301,-0.424242646924313
2018,45-49,1,4,-0.364550216047363,-0.54127145335211,-0.426179593384887
2018,45-49,1,5,-0.394182902790377,-0.426658054945108,-0.420655395692052
2018,45-49,2,1,-0.271075533211373,-0.29530757609416,-0.272000534378194
2018,45-49,2,2,-0.236243562338998,-0.287223787823351,-0.246866411141198
2018,45-49,2,3,-0.241089479276084,-0.358783656338929,-0.315569299429015
2018,45-49,2,4,-0.295152381769213,-0.322305026727946,-0.303878340433059
2018,45-49,2,5,-0.247951650717852,-0.458096326495095,-0.290021352726072
2018,50-54,1,1,-0.406448836530188,-0.470730077036279,-0.421979074641669
2018,50-54,1,2,-0.372751342062543,-0.440613402837471,-0.429308197871407
2018,50-54,1,3,-0.375732978352332,-0.558445319913773,-0.478872704575153
2018,50-54,1,4,-0.379474638179161,-0.486266225066345,-0.469350682090933
2018,50-54,1,5,-0.474008275642504,-0.505495791724854,-0.484413819270685
2018,50-54,2,1,-0.280602848253565,-0.381956799786749,-0.309419911392027
2018,50-54,2,2,-0.320912494587802,-0.343115365347188,-0.328107499322527
2018,50-54,2,3,-0.279019448379472,-0.486718121202443,-0.347433240359138
2018,50-54,2,4,-0.206403188334491,-0.408257960358469,-0.341857889323521
2018,50-54,2,5,-0.315485478102985,-0.383702482447589,-0.341472127500225
2018,55-59,1,1,-0.399866458079543,-0.595510998040425,-0.529420558482741
2018,55-59,1,2,-0.421026322196639,-0.570373505339845,-0.501189580228399
2018,55-59,1,3,-0.457941287723173,-0.550570731258787,-0.535792045647767
2018,55-59,1,4,-0.432488977725967,-0.594071622932191,-0.574533438785807
2018,55-59,1,5,-0.485605145445732,-0.543311390187398,-0.487367424957995
2018,55-59,2,1,-0.306649640035943,-0.390045879708353,-0.337202909614348
2018,55-59,2,2,-0.237823462896728,-0.376594220177196,-0.358646305835336
2018,55-59,2,3,-0.377544973537269,-0.489249017561761,-0.380754847805065
2018,55-59,2,4,-0.29131211561581,-0.497481452701578,-0.364351531165156
2018,55-59,2,5,-0.355169461896594,-0.405310606137462,-0.38175981473502
2018,60-64,1,1,-0.392049063636762,-0.635306103854816,-0.546161714053341
2018,60-64,1,2,-0.507677313570838,-0.630041695746229,-0.554389123342276
2018,60-64,1,3,-0.381348847736717,-0.628803572140782,-0.556642724962501
2018,60-64,1,4,-0.380983862380504,-0.554863785598542,-0.499648926920571
2018,60-64,1,5,-0.529881227596889,-0.565402302207929,-0.560551627557004
2018,60-64,2,1,-0.360833030694025,-0.376684939947594,-0.36207160356895
2018,60-64,2,2,-0.298310613237405,-0.463067001452259,-0.394081145531743
2018,60-64,2,3,-0.257927373826462,-0.403644145933569,-0.365168178005845
2018,60-64,2,4,-0.346618085569986,-0.453317032535807,-0.371426675017929
2018,60-64,2,5,-0.208473917271604,-0.455924588384875,-0.440967087679297
2018,65-69,1,1,-0.444870371598,-0.694321220931414,-0.585943173652652
2018,65-69,1,2,-0.451503450552707,-0.764574566753879,-0.59924918006098
2018,65-69,1,3,-0.312398507430089,-0.700146580328664,-0.623058012613399
2018,65-69,1,4,-0.389821837436131,-0.6750377811357,-0.596084451636756
2018,65-69,1,5,-0.434346176455847,-0.676477234003414,-0.625549915456702
2018,65-69,2,1,-0.331792838637568,-0.477655846101527,-0.395185072023978
2018,65-69,2,2,-0.231864665802462,-0.412166011551022,-0.357783787995814
2018,65-69,2,3,-0.185446921920715,-0.532169050887944,-0.424112775793489
2018,65-69,2,4,-0.428841021853373,-0.502743792463477,-0.44769689075477
2018,65-69,2,5,-0.389817912064771,-0.557318896297886,-0.46890197105968
2018,70-74,1,1,-0.211573298281451,-0.779123580692556,-0.639401380011833
2018,70-74,1,2,-0.20623636283122,-0.769570052562585,-0.591156391034417
2018,70-74,1,3,-0.241012075648513,-0.839443292809534,-0.615678219281421
2018,70-74,1,4,-0.305735467039369,-0.74225351706292,-0.602451026811025
2018,70-74,1,5,-0.414738436024265,-0.881383355032227,-0.65607511371374
2018,70-74,2,1,-0.43075407737021,-0.490897475379441,-0.438278288414068
2018,70-74,2,2,-0.290765762357438,-0.455938898663362,-0.396405115829282
2018,70-74,2,3,-0.44290783157669,-0.493690338128516,-0.451225309085402
2018,70-74,2,4,-0.39165808342554,-0.451961160976424,-0.406776013937446
2018,70-74,2,5,-0.466035213433059,-0.562634054910348,-0.523130781757203
